cfips,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01,2022-04-01,2022-05-01,2022-06-01,2022-07-01,2022-08-01,2022-09-01,2022-10-01,2022-11-01,2022-12-01,2023-01-01,2023-02-01,2023-03-01,2023-04-01,2023-05-01,2023-06-01,county,state,K-means_Silhouette,K-means_Elbow
38013,1.8226002,1.8226002,1.8833536,1.8226002,1.7618469,1.8782383,1.8782383,1.8782383,1.8134716,1.6839378,1.8782383,1.9430052,1.9430052,2.007772,1.8782383,1.8782383,1.9430052,1.8903592,1.7643353,1.7643353,1.7643353,1.8903592,1.8273472,1.8273472,1.8273472,1.8903592,1.8273472,1.6383113,1.5752993,1.5508685,1.5508685,1.5508685,1.5508685,1.5508685,1.4888338,1.4888338,1.6129032,1.674938,1.6129032,1.5508685,1.6129032,,,,,,,228,34,1,1
38015,4.9711261,4.9626956,4.999227,4.9823666,4.9655056,4.9449329,4.8922238,4.876966,4.9490943,4.9421587,4.9407716,4.9407716,4.9158044,4.8991594,4.8963852,4.8589344,4.8422894,4.7638664,4.667738,4.7144289,4.7281618,4.7295351,4.8421431,4.898447,4.7158022,4.7212954,4.7377744,4.8270369,4.8833408,4.8672991,4.8386436,4.8632054,4.8372793,4.8618407,4.8836732,4.9450774,4.9041414,4.9368901,4.9491711,4.9491711,4.9246092,,,,,,,229,34,0,0
38017,6.4197531,6.7366757,6.7171035,6.7351704,6.7344174,6.5881534,6.5371742,6.5807652,6.5718994,6.5933256,6.6214008,6.6443048,6.6620369,6.6679473,6.6236176,6.6199231,6.6228786,6.5310135,6.3278975,6.4269075,6.4625802,6.514997,6.5208211,6.5222774,6.5513978,6.5717821,6.5965347,6.6744323,6.6096387,6.5037742,6.5080705,6.4443364,6.4615231,6.4078145,6.4464846,6.5309863,6.5016255,6.5109353,6.5137997,6.5553346,6.5703726,,,,,,,280,34,1,2
38019,1.4861294,1.3870542,1.3870542,1.3540291,1.2879789,1.2939615,1.2276045,1.260783,1.1944261,1.1944261,1.1612475,1.1944261,1.2276045,1.2276045,1.2939615,1.2276045,1.1944261,1.270903,1.438127,1.4046823,1.4715719,1.438127,1.4046823,1.438127,1.438127,1.4715719,1.438127,1.438127,1.438127,1.4342896,1.4342896,1.467645,1.7678453,1.7678453,1.8012007,1.8345563,1.8012007,1.8012007,1.8012007,1.6344229,1.7678453,,,,,,,289,34,0,5
38021,2.156266,6.6463723,6.6717401,6.4180617,6.3165908,6.5865135,6.5603762,6.3512807,6.4035544,6.5342393,6.5342393,6.5342393,6.5603762,6.5865135,6.4296918,6.3774176,6.4558287,6.5573769,6.4516129,6.478054,6.3722897,6.478054,6.3987308,6.3194079,6.3722897,6.3458486,6.2929668,6.2665257,6.2400846,6.256742,6.0140238,5.9870548,5.9600863,5.420712,5.3667746,5.2858682,5.2588997,5.2858682,5.3128371,5.2049623,5.2588997,,,,,,,485,34,1,7
38023,2.2727273,2.3760331,2.2727273,2.1694214,2.0661156,2.0791075,2.0283976,1.9776876,2.0283976,1.9269776,1.9269776,2.1298175,2.1298175,2.1298175,2.1805274,2.1805274,2.1805274,2.1878335,1.9210246,1.9210246,1.9210246,1.9210246,1.9210246,1.8676628,1.9210246,1.9210246,1.9210246,1.814301,1.814301,1.8973215,1.8973215,1.953125,2.0647321,2.1205356,2.2321429,2.2321429,2.2321429,2.2879465,2.1763394,2.1763394,2.2321429,,,,,,,493,34,0,3
38025,1.6014235,1.6607355,1.5717674,1.7793595,1.7497034,1.8329327,1.7728366,1.8329327,1.8930289,1.8629807,1.8629807,1.8329327,1.8329327,1.8930289,1.8930289,1.8629807,1.8629807,1.8551766,1.9748653,2.0945542,2.0945542,2.0945542,2.1244764,2.0646319,2.0945542,2.0646319,2.0945542,2.1244764,2.1244764,2.118644,2.118644,2.1791768,2.2094431,2.1791768,2.1791768,2.3002422,2.0581114,2.0581114,2.0581114,2.0278451,2.0278451,,,,,,,515,34,1,2
38027,2.6419337,2.4732995,2.529511,2.529511,2.529511,2.4958403,2.6067665,2.6622295,2.7176929,2.7731559,2.6622295,2.6067665,2.6067665,2.6067665,2.3849139,2.1630616,1.9966722,1.9933555,1.9379845,1.8826135,1.8272425,1.7718716,1.7718716,1.8272425,1.8272425,1.8272425,1.8272425,1.8272425,1.8826135,1.9318181,1.9318181,1.9318181,2.1022727,2.1022727,2.0454545,2.0454545,2.0454545,1.9886364,2.0454545,2.0454545,1.875,,,,,,,531,34,0,2
38029,1.5762464,1.5395894,1.5395894,1.5762464,1.6495601,1.627821,1.627821,1.590825,1.5168332,1.4798372,1.4428413,1.3688494,1.4058454,1.4428413,1.3688494,1.4058454,1.3688494,1.3442868,1.5683346,1.5683346,1.6430172,1.6430172,1.6430172,1.6430172,1.6430172,1.6056759,1.493652,1.4563106,1.4563106,1.4879817,1.4879817,1.4879817,1.6405952,1.6405952,1.7169019,1.7550553,1.7932087,1.7932087,1.7550553,1.7169019,1.6405952,,,,,,,552,34,0,6
38031,2.0213578,2.2120519,2.2120519,2.402746,2.3646071,2.3753893,2.4143302,2.4143302,2.4922118,2.4922118,2.4922118,2.4532709,2.4532709,2.4922118,2.4143302,2.4532709,2.7258568,2.6531408,2.0288725,2.0678892,2.1069059,2.0678892,2.1069059,2.1069059,2.0678892,2.0288725,2.0288725,2.0288725,2.0288725,2.017405,1.8987342,1.9382912,1.8591772,1.8196203,1.8591772,1.8591772,1.8591772,1.8987342,1.8987342,1.9382912,2.017405,,,,,,,597,34,1,1
38033,11.370056,7.8389831,7.2740111,7.4152541,4.096045,3.6476257,3.7852719,3.7852719,3.7852719,3.854095,4.5423265,4.0605645,3.7852719,3.5788026,3.6476257,3.6476257,3.6476257,3.7630663,3.7630663,3.6933799,3.6933799,3.6236935,3.1358886,2.5087109,2.5783973,2.5783973,2.5783973,2.5087109,2.4390244,2.5104601,2.4407253,2.4407253,2.3012552,2.2315202,2.1617851,2.2315202,2.2315202,2.2315202,2.2315202,2.3709903,2.3012552,,,,,,,653,34,1,7
38035,4.2648168,3.8076799,3.8166435,3.7861676,3.7646554,3.7583485,3.7100039,3.7064226,3.7261186,3.7690916,3.7493956,3.7673011,3.7547674,3.760139,3.720747,3.6920984,3.6920984,3.6772106,3.6556435,3.6826024,3.6808052,3.6628325,3.6646297,3.6574407,3.6682243,3.7185478,3.7401149,3.8156004,3.8191948,3.900805,3.924217,3.9854486,3.9854486,3.976444,3.999856,4.0700922,4.0628881,4.1097126,4.1025085,4.095305,4.0899024,,,,,,,668,34,0,0
38037,1.2558869,1.3082156,1.3082156,1.3082156,1.3082156,1.3164823,1.3164823,1.3164823,1.3691417,1.3691417,1.421801,1.4744602,1.4744602,1.5797788,1.5797788,1.5797788,1.6324382,1.6613076,1.500536,1.500536,1.3933548,1.3933548,1.3397642,1.3397642,1.3397642,1.3397642,1.3397642,1.3397642,1.3397642,1.3827434,1.3274336,1.3274336,1.3274336,1.3274336,1.3274336,1.3274336,1.3827434,1.3827434,1.3827434,1.4933628,1.6039823,,,,,,,672,34,1,6
38039,1.5308912,1.6949153,1.6402406,1.913614,1.8042647,1.8052516,1.8052516,1.7505471,1.6411378,1.6411378,1.6411378,1.6411378,1.6411378,1.5317286,1.5864333,1.5317286,1.4223195,1.263823,6.4244337,6.4244337,1.8957345,1.9483939,1.2111638,1.1058452,1.1058452,1.2111638,1.2111638,1.2111638,1.2111638,1.2385569,1.2385569,1.2385569,1.2385569,1.2385569,1.1847066,1.1308563,1.1308563,1.1308563,1.1308563,1.1308563,1.1847066,,,,,,,694,34,1,7
38041,1.2201073,1.171303,1.1224988,1.171303,1.1224988,1.1805214,1.131333,1.1805214,1.1805214,1.1805214,1.1805214,1.1805214,1.1805214,1.1805214,1.1805214,1.1805214,1.131333,1.1335633,1.2321341,1.2321341,1.2321341,1.2321341,1.3307048,1.3307048,1.3307048,1.3307048,1.3307048,1.3307048,1.4292755,1.3759214,1.4250615,1.3267813,1.3267813,1.3267813,1.3759214,1.3267813,1.4250615,1.4250615,1.4250615,1.4250615,1.4250615,,,,,,,759,34,0,0
38043,1.8528049,5.5584149,5.7642822,6.0730829,6.3304167,6.208312,6.1570034,6.3109288,6.362237,6.5674706,6.6187787,6.6187787,6.7213955,6.7727041,6.8240123,6.9266291,6.9266291,6.9143448,7.8431373,7.6883383,7.7915378,7.6367388,7.7915378,7.7399383,7.7399383,7.7399383,7.8431373,8.1011353,7.9979362,8.3158998,8.211297,8.0543938,7.8974895,7.7405858,8.211297,8.1066942,8.1066942,8.1066942,7.949791,7.949791,7.949791,,,,,,,892,34,0,5
38045,1.0927255,0.78051829,0.78051829,0.81173897,0.74929756,0.77017868,0.73937154,0.73937154,0.73937154,0.80098581,0.80098581,0.73937154,0.7085644,0.73937154,0.73937154,0.73937154,0.67775726,0.67609096,2.5507069,2.5814383,2.5507069,2.5199754,2.5507069,2.5199754,2.5199754,2.4585125,2.2433927,2.1511986,2.1204672,1.8427519,1.9348894,1.9348894,1.9348894,1.904177,1.8427519,1.9348894,1.6277641,1.6277641,1.7199017,1.6277641,1.6891892,,,,,,,924,34,1,7
38047,0.63653725,0.70019096,0.70019096,0.76384467,0.76384467,0.7717042,0.7717042,0.90032154,0.96463025,0.96463025,0.90032154,0.90032154,0.90032154,0.96463025,0.96463025,0.90032154,0.90032154,0.9383378,0.80428952,0.87131369,0.87131369,0.80428952,0.6702413,0.6702413,0.6702413,0.6702413,0.73726541,0.73726541,0.73726541,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,0.78069556,,,,,,,994,34,1,1
38049,1.3623379,1.4282576,1.4282576,1.4282576,1.4282576,1.4605001,1.3941138,1.3277273,1.371985,1.3498561,1.2834698,1.3055986,1.2834698,1.261341,1.261341,1.2834698,1.2834698,1.294354,1.294354,1.3166704,1.3613033,1.4059361,1.3836198,1.3836198,1.3836198,1.3166704,1.3389869,1.2497211,1.2497211,1.2606934,1.2832057,1.3057182,1.3057182,1.3282305,1.3282305,1.4407924,1.41828,1.3957677,1.3732553,1.3957677,1.3957677,,,,,,,1070,34,1,6
38051,1.7615176,1.8066847,1.897019,1.9421861,1.9873532,2.1023767,2.1023767,2.1480803,2.1937842,2.2394881,2.1480803,2.1480803,2.1023767,2.0566728,2.0566728,2.0566728,2.0566728,2.0969245,2.0969245,2.0037279,1.9105312,1.7707362,1.7241379,1.7241379,1.7241379,1.7241379,1.6775396,1.7241379,1.7241379,1.6666666,1.6190476,1.6190476,1.6666666,1.6190476,1.5714285,1.5714285,1.4761904,1.4285715,1.4761904,1.4761904,1.4761904,,,,,,,1071,34,1,7
38053,2.7999034,3.1257544,3.2464397,3.2223027,3.2223027,3.1085112,3.0740995,3.1314521,3.1888049,3.0740995,3.0855701,3.1429226,3.6935077,3.7508602,3.6246846,3.6361551,3.6590962,3.5080025,3.4203026,3.4422276,3.4531901,3.5518527,4.2973032,4.2315283,4.1109405,3.8588028,3.9136155,3.7272527,3.6066651,3.5265288,3.537183,3.5584915,3.537183,3.5158746,3.4412956,3.5158746,3.537183,3.5265288,3.5584915,3.6011081,3.4199872,,,,,,,1073,34,1,2
38055,1.9058886,1.8796004,1.8796004,1.9058886,1.9190326,1.9353129,1.8955461,1.8955461,1.9750795,2.0281019,2.0015907,1.9220573,1.9220573,1.9088017,1.9088017,1.9618239,1.8557794,1.8353504,1.8486501,1.8752494,1.8752494,1.8619497,1.928448,1.888549,1.888549,1.8619497,1.8752494,1.888549,1.888549,1.9410977,1.9678714,2.021419,2.021419,1.9946452,2.021419,2.1151271,2.0883534,2.0883534,2.0883534,2.1285141,2.1017404,,,,,,,1075,34,0,0
38057,1.7536038,1.6049933,1.6049933,1.6644375,1.6347154,1.7025765,1.7025765,1.6875094,2.1093867,2.154588,2.2600572,2.2901914,2.3203254,2.3353925,2.3655267,2.3504596,2.3504596,2.3965807,2.1828728,2.0454893,2.0607541,1.9844298,1.8623111,1.8165165,1.7401923,1.7249275,1.7096627,1.8165165,1.6943978,1.7446349,1.7291956,1.7600741,1.7600741,1.7600741,1.7755134,1.7755134,1.7600741,1.7600741,1.7755134,1.8063918,1.7755134,,,,,,,1095,34,1,7
38059,3.0445566,3.147182,3.1300778,3.0616608,3.0488327,3.0108798,2.9096737,2.8885889,2.9054568,2.9138906,2.9476259,2.9349751,2.943409,2.8928061,2.9307582,2.9012399,2.884372,2.8315947,2.773638,2.7984765,2.7943368,2.7860572,2.8026164,2.8191752,2.8274548,2.8150356,2.8357344,2.8522935,2.8605731,2.8769801,2.8894525,2.9019248,2.9933896,3.0100195,2.9684446,3.030807,2.9726021,2.9642873,2.9268699,2.9227123,2.9268699,,,,,,,1148,34,0,5
38061,2.3767724,2.4848075,2.3902769,2.5523295,2.5253208,2.569937,2.6502476,2.6502476,2.703788,2.690403,2.6502476,2.690403,2.6770177,2.6636326,2.6636326,2.6234775,2.5431669,2.5491238,2.4429102,2.4827404,2.496017,2.4827404,2.496017,2.496017,2.5092938,2.5624003,2.5624003,2.5358469,2.5756772,2.590466,2.8174655,2.897583,2.8708773,2.8575244,2.8842301,2.9777007,3.1245828,2.9376419,2.9777007,2.9643476,3.0044065,,,,,,,1151,34,0,5
38063,0.98481739,1.0668855,1.0668855,1.1899877,1.1489537,1.1735121,1.1735121,1.1735121,1.1735121,1.1735121,1.2154233,1.2154233,1.131601,1.131601,1.131601,1.131601,1.131601,1.1426153,1.3542107,1.3542107,1.3118917,1.3118917,1.2695726,1.2272534,1.2272534,1.2272534,1.2272534,1.2272534,1.2272534,1.3152312,1.357658,1.4000849,1.4425117,1.4425117,1.4849385,1.612219,1.5273653,1.5273653,1.5273653,1.5273653,1.5273653,,,,,,,1172,34,0,3
38065,1.4726508,1.4025246,1.4025246,1.3323983,1.1921458,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2177651,1.2527634,1.4738394,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.4001474,1.2960436,1.2960436,1.3642565,1.3642565,1.4324692,1.4324692,1.5006821,1.4324692,1.4324692,1.4324692,1.4324692,1.5006821,,,,,,,1235,34,1,4
38067,2.5232642,2.4695776,2.4695776,2.5590551,2.5769506,2.6088521,2.5728679,2.3569629,2.5728679,2.5908601,2.4109392,2.3389709,2.3749549,2.3929472,2.3749549,2.3569629,2.3749549,2.3774955,2.1234119,2.1052632,2.1234119,2.1234119,2.1415608,2.1415608,2.1052632,2.0871143,2.0689654,2.0871143,2.0689654,2.1374609,2.1558871,2.1743135,2.1558871,2.1558871,2.1006081,2.1006081,2.1374609,2.1374609,2.1190345,2.1190345,2.1558871,,,,,,,1290,34,1,6
38069,1.9451813,1.9451813,1.9746537,1.9746537,2.0925434,2.079566,2.0192888,2.1097047,2.1097047,1.9288728,1.8384569,1.8987342,1.9288728,1.9590114,2.0192888,2.1398432,1.6877637,1.7252003,1.8484288,1.8484288,1.7868146,1.7560074,1.7868146,1.7868146,1.7868146,1.7868146,1.7868146,1.8176217,1.7560074,1.8060837,1.8377693,1.8377693,1.8060837,1.774398,1.9328264,1.964512,1.9328264,1.8060837,1.8060837,1.8060837,1.8060837,,,,,,,1315,34,0,2
38071,1.6369548,1.715439,1.715439,1.760287,1.760287,1.7617165,1.7052512,1.7165443,1.7278373,1.7391304,1.7391304,1.7391304,1.7052512,1.6939582,1.7052512,1.7165443,1.7165443,1.6870993,1.6533574,1.7208413,1.7995726,1.81082,1.81082,1.8783039,1.8558092,1.8783039,1.8895513,1.9120458,1.9457879,1.9625638,1.9171866,1.9852524,1.9739081,1.9625638,1.9625638,1.9965967,1.9852524,2.007941,2.0192852,1.9739081,2.007941,,,,,,,1383,34,0,0
38073,1.3422819,1.2943432,1.2703739,1.2943432,1.2943432,1.3089005,1.2613041,1.2375059,1.2375059,1.2375059,1.2851024,1.2613041,1.2137078,1.2375059,1.2137078,1.2375059,1.2137078,1.1865212,0.99667776,0.9492169,0.90175605,0.87802565,0.87802565,0.87802565,0.90175605,0.90175605,0.87802565,0.90175605,0.92548645,0.96223235,0.98628819,1.010344,1.010344,0.98628819,0.98628819,0.93817657,0.93817657,0.96223235,0.98628819,0.98628819,0.96223235,,,,,,,1387,34,1,4
38075,1.61711,1.61711,1.61711,1.61711,1.61711,1.5690377,1.621339,1.6736401,1.5690377,1.5690377,1.5167364,1.5167364,1.4121339,1.3598326,1.3598326,1.3598326,1.3075314,1.3616558,1.416122,1.416122,1.4705882,1.5250545,1.416122,1.416122,1.416122,1.416122,1.416122,1.4705882,1.5250545,1.5521064,1.4412417,1.330377,1.330377,1.2749445,1.2749445,1.2195122,1.2195122,1.2195122,1.2195122,1.2195122,1.330377,,,,,,,1404,34,1,7
38077,2.2964346,2.3431418,2.3431418,2.4521251,2.4754786,2.4871354,2.4481523,2.6118822,2.5962887,2.6118822,2.6118822,2.6196787,2.6430688,2.6430688,2.6274755,2.6274755,2.6274755,2.4046369,2.3576407,2.4046369,2.4281349,2.4594657,2.4438004,2.4438004,2.4516332,2.4281349,2.4203024,2.4594657,2.4751313,2.4812918,2.5679402,2.5915716,2.5836945,2.5915716,2.6152029,2.6388342,2.6309571,2.6388342,2.6703427,2.6703427,2.693974,,,,,,,1411,34,0,0
38079,0.46324891,0.48383775,0.48383775,0.49413219,0.48383775,0.46617633,0.4765358,0.45581684,0.44545737,0.45581684,0.4765358,0.4765358,0.4765358,0.49725473,0.49725473,0.5076142,0.49725473,0.47886738,0.53091818,0.53091818,0.53091818,0.5517385,0.57255882,0.5517385,0.54132831,0.53091818,0.53091818,0.54132831,0.62460959,0.61916256,0.64015114,0.62965685,0.64015114,0.62965685,0.65064538,0.67163396,0.66113967,0.66113967,0.66113967,0.68212825,1.5951307,,,,,,,1439,34,0,5
38081,0.93068033,1.1874198,1.1874198,1.0911425,1.0911425,1.1203585,1.1523688,1.184379,1.184379,1.184379,1.1523688,1.1523688,1.1203585,1.0563381,1.0243278,1.0243278,0.9603073,0.83655083,0.74002576,0.67567569,0.70785069,0.70785069,0.67567569,0.70785069,0.70785069,0.70785069,0.67567569,0.67567569,0.67567569,0.6685769,0.6685769,0.6685769,0.6685769,0.70041388,0.73225087,0.79592484,0.76408786,0.76408786,0.76408786,0.76408786,0.79592484,,,,,,,1494,34,0,3
38083,1.1864407,1.0169492,1.0169492,0.93220341,0.93220341,0.93457943,0.93457943,0.93457943,1.1045029,1.0195413,1.0195413,0.93457943,0.93457943,0.93457943,0.84961766,1.6142735,1.44435,1.4431239,1.0186757,1.0186757,1.0186757,1.0186757,1.0186757,1.1035653,1.1035653,1.1035653,1.0186757,1.1035653,1.0186757,1.0147601,1.0147601,1.0147601,1.0147601,0.92250925,0.83025831,0.83025831,0.83025831,0.92250925,0.92250925,0.92250925,0.83025831,,,,,,,1532,34,1,7
38085,0.97719872,0.97719872,0.97719872,0.97719872,0.97719872,0.92395169,0.92395169,0.92395169,0.92395169,0.53304905,0.53304905,0.53304905,0.56858563,0.60412222,0.60412222,0.56858563,0.56858563,0.57122457,0.78543377,0.78543377,0.78543377,0.74973226,0.78543377,0.78543377,0.82113528,0.85683686,0.85683686,0.85683686,0.85683686,0.84955752,0.77876109,0.81415927,0.84955752,0.84955752,0.84955752,0.92035401,0.92035401,0.88495576,0.88495576,0.88495576,0.92035401,,,,,,,1540,34,0,3
38087,0.75471699,0.75471699,0.75471699,0.94339621,0.94339621,1.084991,0.90415913,1.084991,1.084991,0.90415913,0.90415913,0.90415913,0.90415913,0.90415913,0.90415913,0.90415913,0.90415913,0.84175086,0.50505048,0.50505048,0.50505048,0.50505048,0.50505048,0.50505048,0.50505048,0.33670035,0.33670035,0.33670035,0.33670035,0.32626426,0.32626426,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,1.6313213,,,,,,,1546,34,0,5
38089,3.6197505,3.4528203,3.4923563,3.4747849,3.4835706,3.3989422,3.3165698,3.3946068,3.3469176,3.3729298,3.3902714,3.4336252,3.463973,3.463973,3.4466314,3.3989422,3.4162836,3.3810763,3.2682292,3.3506944,3.3984375,3.3637152,3.3723958,3.3767362,3.3420138,3.3029513,3.2855902,3.3246527,3.3203125,3.3560865,3.3385839,3.38234,3.3692133,3.3560865,3.360462,3.3954668,3.38234,3.3692133,3.3342085,3.3429596,3.3342085,,,,,,,1590,34,1,6
38091,1.8288701,2.1554539,2.0901372,2.1554539,2.0248203,1.9646366,2.0301244,2.1611001,2.1611001,2.0956123,2.1611001,2.1611001,2.226588,2.0956123,2.226588,2.226588,2.1611001,3.0670471,2.8530672,2.9243937,2.7104137,2.639087,2.639087,2.639087,2.639087,2.639087,2.5677602,2.7104137,2.639087,2.4822695,2.5531914,2.6241136,2.7659574,2.7659574,2.2695036,2.3404255,2.2695036,2.2695036,2.3404255,2.2695036,2.2695036,,,,,,,1596,34,1,7
38093,2.9371543,2.9014804,2.8776979,2.8717523,2.8955348,2.8792386,2.8375967,2.7721593,2.861392,2.9089828,2.9684711,2.9744201,2.9506247,2.8851874,2.8673408,2.861392,2.8435454,2.8027909,2.7193034,2.7491205,2.7312303,2.7073767,2.7014134,2.6954498,2.6835232,2.6715963,2.6894865,2.6298528,2.6179259,2.622577,2.6105742,2.6345797,2.6465824,2.6345797,2.6585848,2.7306008,2.7366021,2.7306008,2.7366021,2.6945927,2.7306008,,,,,,,1611,34,1,4
38095,1.5752625,0.8168028,0.8168028,0.87514585,0.87514585,0.92272204,0.98039216,0.86505193,0.86505193,0.98039216,1.0380623,1.0380623,1.0380623,1.0957325,1.1534026,1.1534026,1.2110727,1.2159815,1.1001737,1.1001737,1.1001737,1.1580776,1.1001737,0.98436594,1.0422698,1.0422698,1.0422698,0.98436594,0.98436594,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.98209125,0.92432117,0.92432117,,,,,,,1678,34,1,7
38097,4.6006389,4.4568691,4.3610225,4.2172523,4.2492013,4.2937851,3.6481032,3.6158192,3.7126715,3.7772398,3.5673931,3.5996771,3.6319613,3.5996771,3.5189669,3.535109,3.4866829,3.468765,3.2118194,3.2599969,3.292115,3.2278786,3.2278786,3.2599969,3.2599969,3.292115,3.292115,3.2599969,3.2599969,3.2839665,3.3322601,3.3644559,3.3483579,3.3644559,3.3644559,3.2839665,3.2839665,3.3161623,3.2839665,3.2678688,3.4771409,,,,,,,1680,34,0,3
38099,1.5266272,1.4319527,1.4201183,1.4201183,1.443787,1.4260036,1.7735171,1.7855003,1.7495506,1.7615339,1.7016177,1.4859197,1.4020371,1.3900539,1.4140204,1.4020371,1.4140204,1.4218581,1.3736595,1.3616098,1.3616098,1.3495601,1.3736595,1.3736595,1.4098084,1.3495601,1.3616098,1.3616098,1.3495601,1.3536586,1.3658537,1.3902439,1.4268292,1.4146341,1.4390244,1.5487804,1.5609756,1.5365853,1.5487804,1.5609756,1.5609756,,,,,,,1755,34,0,0
38101,3.0733523,3.0565071,3.0995564,3.0789676,3.0845828,3.0982339,3.0660198,3.1039188,3.0868642,3.1437125,3.1399226,3.1475024,3.1683469,3.1588721,5.8724322,5.8345337,6.096036,6.1084251,6.0113449,6.5824037,11.908479,11.921803,11.912286,11.910382,11.912286,11.910382,11.889443,11.969391,12.018883,11.957965,11.946584,11.97314,11.916234,11.910542,11.938996,12.05281,12.02815,11.872605,11.880193,11.519785,10.92606,,,,,,,1760,34,0,5
38103,1.8209409,1.7298938,1.7298938,1.7602428,1.7602428,1.8018018,1.7396708,1.7396708,1.7396708,1.6154085,1.584343,1.584343,1.646474,1.6154085,1.6154085,1.6154085,1.646474,1.728,1.696,1.664,1.664,1.632,1.6,1.6,1.6,1.632,1.632,1.632,1.536,1.5816656,1.6139445,1.7107811,1.74306,1.74306,1.74306,1.8076178,1.74306,1.74306,1.74306,1.7107811,1.8398967,,,,,,,1787,34,0,3
38105,4.0231547,4.0231547,4.0810418,4.1306596,4.1513333,4.0612006,4.0006461,3.9885349,4.0894594,4.0531268,4.0531268,4.0733113,4.0490894,4.1217551,4.145977,4.0934963,4.1540513,3.9916298,4.8128552,4.9628868,5.0734367,5.041851,4.5917563,4.8997159,4.9865761,4.966835,4.966835,4.9865761,4.9905243,4.9442844,4.9092183,4.8780489,4.8741527,4.8897376,4.8663602,4.9637651,4.9325957,4.9403882,4.9715576,4.9053221,4.8741527,,,,,,,1816,34,1,4
39001,1.5052541,1.4342517,1.4342517,1.4200511,1.4342517,1.4409359,1.4266692,1.4504471,1.4599582,1.4504471,1.4361804,1.4456915,1.4599582,1.4694693,1.4884915,1.4789804,1.4789804,1.4702395,1.6172634,1.6552051,1.640977,1.6362343,1.6646905,1.6646905,1.6599479,1.6314915,1.6314915,1.6884041,1.6694332,1.6575636,1.6860603,1.6955593,1.7050582,1.6908097,1.6670624,1.6813109,1.6860603,1.7050582,1.724056,1.8617905,1.9282831,,,,,,,5,35,0,0
39003,2.7085238,2.6396525,2.6371479,2.6421568,2.6534266,2.6846902,2.6557686,2.6859479,2.7287016,2.7815154,2.7966049,2.8079221,2.8557057,2.8619931,2.8582206,2.8305564,2.8343289,2.8418555,2.6979961,2.6929483,2.7068295,2.6601384,2.6550906,2.6752815,2.681591,2.6651859,2.7017817,2.7257583,2.7371159,2.7491019,2.7478366,2.7832599,2.8072972,2.7921157,2.7895856,2.8389251,2.793381,2.8035018,2.816153,2.7997065,2.8212135,,,,,,,28,35,0,3
39005,3.1434903,3.1167061,3.1288807,3.1240108,3.1240108,3.0793066,3.0139441,3.042994,3.0526774,3.0672026,3.0575192,3.0672026,3.0502565,3.0502565,3.0187857,3.0647817,3.0841484,3.0688188,3.0301566,3.0422385,3.0277402,3.008409,3.0108254,3.0059927,3.008409,2.9842451,2.9624975,3.0035763,3.0059927,2.9886332,2.969367,2.998266,2.9862249,2.9549177,2.9428763,2.9934497,2.9765918,2.969367,2.9741836,2.9886332,3.0175321,,,,,,,64,35,1,1
39007,2.1641908,2.1942673,2.1550372,2.2021132,2.2060361,2.2276156,2.2000656,2.1908822,2.207937,2.2000656,2.1895704,2.2184322,2.2315514,2.235487,2.2158084,2.1830108,2.1777632,2.1456804,2.0708311,2.0879021,2.1194174,2.1443672,2.1299226,2.1404278,2.1588118,2.1404278,2.1456804,2.1588118,2.1640644,2.166008,2.1725955,2.193676,2.1949935,2.1818182,2.1594203,2.1699605,2.1594203,2.1633728,2.1304348,2.121212,2.115942,,,,,,,66,35,0,5
39009,3.7021749,4.9816957,4.967339,4.4953699,5.1611514,5.1503596,5.0684104,5.1076035,4.9543934,4.5642414,4.6515355,4.6426282,4.7370481,4.6444097,4.5927458,4.5482078,4.5339556,4.481514,4.3783679,4.3623624,4.3570271,4.3356867,4.3250165,4.3428001,4.2823353,4.2254272,4.2521029,4.2681084,4.2930055,4.2558098,4.2398438,4.2469397,4.2611318,4.2345219,4.248714,4.2611318,4.2345219,4.2416177,4.2274261,4.2469397,4.2345219,,,,,,,71,35,1,7
